Region, Vert, Vert, Vert
, 11:5, 12:4, 12:5
, 11:5, 12:6, 12:5
, 12:5, 13:6, 12:6
, 13:6, 13:8, 12:6
, 12:21, 13:22, 12:22
, 12:23, 13:22, 12:22
, 12:22, 12:24, 12:23
, 11:25, 12:24, 12:25
, 13:1, 14:0, 13:0
, 12:1, 13:0, 13:1
, 12:1, 13:2, 13:1
, 13:1, 14:2, 13:2
, 13:3, 14:2, 13:2
, 12:3, 13:2, 13:3
, 12:3, 13:4, 13:3
, 13:3, 14:4, 13:4
, 13:5, 14:4, 13:4
, 12:5, 13:4, 13:5
, 12:5, 13:6, 13:5
, 13:5, 14:6, 13:6
, 13:7, 14:6, 13:6
, 13:6, 13:8, 13:7
, 13:7, 15:8, 13:8
, 13:21, 15:16, 12:21
, 12:21, 13:22, 13:21
, 13:24, 14:25, 13:22
, 12:23, 13:22, 13:24
, 12:24, 12:23, 13:24
, 12:24, 12:25, 13:24
, 13:24, 13:25, 12:25
, 14:0, 14:1, 13:1
, 14:2, 14:1, 13:1
, 14:0, 14:1, 15:0
, 15:0, 15:1, 14:1
, 15:2, 15:1, 14:1
, 14:2, 14:1, 15:2
, 14:3, 15:2, 14:2
, 13:3, 14:2, 14:3
, 13:3, 14:4, 14:3
, 14:3, 15:4, 14:4
, 14:5, 15:4, 14:4
, 13:5, 14:4, 14:5
, 13:5, 14:6, 14:5
, 14:5, 15:6, 14:6
, 14:7, 15:6, 14:6
, 13:7, 14:6, 14:7
, 14:7, 15:8, 13:7
, 13:24, 13:25, 14:25
, 15:0, 15:1, 16:0
, 16:0, 16:1, 15:1
, 16:2, 16:1, 15:1
, 15:2, 15:1, 16:2
, 15:3, 16:2, 15:2
, 14:3, 15:2, 15:3
, 14:3, 15:4, 15:3
, 15:3, 16:4, 15:4
, 15:5, 16:4, 15:4
, 14:5, 15:4, 15:5
, 14:5, 15:6, 15:5
, 15:5, 16:6, 15:6
, 15:7, 16:6, 15:6
, 14:7, 15:6, 15:7
, 14:7, 15:8, 15:7
, 15:7, 16:8, 15:8
, 15:9, 16:8, 15:8
, 13:8, 15:8, 15:9
, 13:8, 15:14, 15:9
, 15:9, 17:10, 15:14
, 16:14, 17:10, 15:14
, 15:15, 16:14, 15:14
, 15:14, 15:16, 15:15
, 15:15, 15:17, 15:16
, 13:21, 15:16, 15:17
, 15:17, 16:19, 13:21
, 16:19, 17:22, 13:21
, 16:24, 17:22, 13:21
, 13:22, 13:21, 16:24
, 13:22, 14:25, 16:24
, 15:25, 16:24, 14:25
, 16:1, 17:0, 16:0
, 16:1, 17:2, 16:2
, 16:3, 17:2, 16:2
, 15:3, 16:2, 16:3
, 15:3, 16:4, 16:3
, 15:5, 16:4, 16:5
, 15:5, 16:6, 16:5
, 15:7, 16:6, 16:7
, 15:7, 16:8, 16:7
, 15:9, 16:8, 16:9
, 16:14, 16:15, 15:15
, 15:15, 15:17, 16:15
, 16:24, 16:25, 15:25
, 17:1, 18:0, 17:0
, 16:1, 17:0, 17:1
, 16:1, 17:2, 17:1
, 17:1, 18:2, 17:2
, 17:3, 18:2, 17:2
, 16:3, 17:2, 17:3
, 17:4, 17:3, 16:3
, 16:4, 16:3, 17:4
, 16:4, 16:5, 17:4
, 17:4, 17:5, 16:5
, 17:6, 17:5, 16:5
, 16:6, 16:5, 17:6
, 16:6, 16:7, 17:6
, 17:6, 17:7, 16:7
, 17:8, 17:7, 16:7
, 16:8, 16:7, 17:8
, 16:8, 16:9, 17:8
, 17:8, 17:9, 16:9
, 17:10, 17:9, 16:9
, 15:9, 16:9, 17:10
, 17:10, 18:12, 16:14
, 17:21, 18:20, 16:19
, 17:22, 17:21, 16:19
, 17:22, 17:24, 16:24
, 16:24, 16:25, 17:24
, 17:24, 17:25, 16:25
, 17:4, 17:3, 18:4
, 17:4, 17:5, 18:4
, 17:6, 17:5, 18:6
, 17:6, 17:7, 18:6
, 17:8, 17:7, 18:8
, 17:8, 17:9, 18:8
, 17:10, 17:9, 18:10
, 18:10, 18:12, 17:10
, 17:22, 17:21, 18:22
, 17:23, 18:22, 17:22
, 17:22, 17:24, 17:23
, 17:23, 18:24, 17:24
, 17:25, 18:24, 17:24
, 18:1, 19:0, 18:0
, 17:1, 18:0, 18:1
, 17:1, 18:2, 18:1
, 18:1, 19:2, 18:2
, 18:3, 19:2, 18:2
, 17:3, 18:2, 18:3
, 17:3, 18:4, 18:3
, 18:3, 19:4, 18:4
, 18:5, 19:4, 18:4
, 17:5, 18:4, 18:5
, 17:5, 18:6, 18:5
, 18:5, 19:6, 18:6
, 18:7, 19:6, 18:6
, 17:7, 18:6, 18:7
, 17:7, 18:8, 18:7
, 18:7, 19:8, 18:8
, 18:9, 19:8, 18:8
, 17:9, 18:8, 18:9
, 17:9, 18:10, 18:9
, 18:9, 19:10, 18:10
, 18:11, 19:10, 18:10
, 18:10, 18:12, 18:11
, 18:11, 19:12, 18:12
, 18:13, 19:12, 18:12
, 16:14, 18:12, 18:13
, 16:14, 16:15, 18:13
, 18:13, 19:14, 16:15
, 19:14, 19:16, 16:15
, 15:17, 16:15, 19:16
, 19:16, 19:18, 15:17
, 15:17, 16:19, 19:18
, 16:19, 18:20, 19:18
, 19:18, 19:20, 18:20
, 18:21, 19:20, 18:20
, 17:21, 18:20, 18:21
, 17:21, 18:22, 18:21
, 18:21, 19:22, 18:22
, 18:23, 19:22, 18:22
, 17:23, 18:22, 18:23
, 17:23, 18:24, 18:23
, 18:23, 19:24, 18:24
, 18:25, 19:24, 18:24
, 17:25, 18:24, 18:25
, 18:1, 19:0, 19:1
, 18:1, 19:2, 19:1
, 19:0, 19:1, 20:0
, 19:2, 19:1, 20:2
, 19:3, 20:2, 19:2
, 18:3, 19:2, 19:3
, 18:3, 19:4, 19:3
, 19:3, 20:4, 19:4
, 19:5, 20:4, 19:4
, 18:5, 19:4, 19:5
, 18:5, 19:6, 19:5
, 19:5, 20:6, 19:6
, 19:7, 20:6, 19:6
, 18:7, 19:6, 19:7
, 18:7, 19:8, 19:7
, 19:7, 20:8, 19:8
, 19:9, 20:8, 19:8
, 18:9, 19:8, 19:9
, 18:9, 19:10, 19:9
, 19:9, 20:10, 19:10
, 19:11, 20:10, 19:10
, 18:11, 19:10, 19:11
, 18:11, 19:12, 19:11
, 19:11, 20:12, 19:12
, 19:13, 20:12, 19:12
, 18:13, 19:12, 19:13
, 18:13, 19:14, 19:13
, 19:13, 20:14, 19:14
, 19:15, 20:14, 19:14
, 19:14, 19:16, 19:15
, 19:15, 20:16, 19:16
, 19:17, 20:16, 19:16
, 19:16, 19:18, 19:17
, 19:17, 20:18, 19:18
, 19:19, 20:18, 19:18
, 19:18, 19:20, 19:19
, 19:19, 20:20, 19:20
, 19:21, 20:20, 19:20
, 18:21, 19:20, 19:21
, 18:21, 19:22, 19:21
, 19:21, 20:22, 19:22
, 19:23, 20:22, 19:22
, 18:23, 19:22, 19:23
, 18:23, 19:24, 19:23
, 18:25, 19:24, 19:25
, 20:1, 21:0, 20:0
, 19:1, 20:0, 20:1
, 19:1, 20:2, 20:1
, 20:1, 21:2, 20:2
, 20:3, 21:2, 20:2
, 19:3, 20:2, 20:3
, 19:3, 20:4, 20:3
, 20:3, 21:4, 20:4
, 20:5, 21:4, 20:4
, 19:5, 20:4, 20:5
, 19:5, 20:6, 20:5
, 20:5, 21:6, 20:6
, 20:7, 21:6, 20:6
, 19:7, 20:6, 20:7
, 19:7, 20:8, 20:7
, 20:7, 21:8, 20:8
, 20:9, 21:8, 20:8
, 19:9, 20:8, 20:9
, 19:9, 20:10, 20:9
, 20:9, 21:10, 20:10
, 20:11, 21:10, 20:10
, 19:11, 20:10, 20:11
, 19:11, 20:12, 20:11
, 20:11, 21:12, 20:12
, 20:13, 21:12, 20:12
, 19:13, 20:12, 20:13
, 19:13, 20:14, 20:13
, 20:13, 21:14, 20:14
, 20:15, 21:14, 20:14
, 19:15, 20:14, 20:15
, 19:15, 20:16, 20:15
, 20:15, 21:16, 20:16
, 20:17, 21:16, 20:16
, 19:17, 20:16, 20:17
, 19:17, 20:18, 20:17
, 20:17, 21:18, 20:18
, 20:19, 21:18, 20:18
, 19:19, 20:18, 20:19
, 19:19, 20:20, 20:19
, 20:19, 21:20, 20:20
, 20:21, 21:20, 20:20
, 19:21, 20:20, 20:21
, 19:21, 20:22, 20:21
, 20:21, 21:22, 20:22
, 20:23, 21:22, 20:22
, 19:23, 20:22, 20:23
, 20:24, 20:23, 19:23
, 19:24, 19:23, 20:24
, 19:24, 19:25, 20:24
, 20:24, 20:25, 19:25
, 21:1, 22:0, 21:0
, 20:1, 21:0, 21:1
, 20:1, 21:2, 21:1
, 21:1, 22:2, 21:2
, 21:3, 22:2, 21:2
, 20:3, 21:2, 21:3
, 20:3, 21:4, 21:3
, 21:3, 22:4, 21:4
, 21:5, 22:4, 21:4
, 20:5, 21:4, 21:5
, 20:5, 21:6, 21:5
, 21:5, 22:6, 21:6
, 21:7, 22:6, 21:6
, 20:7, 21:6, 21:7
, 20:7, 21:8, 21:7
, 21:7, 22:8, 21:8
, 21:9, 22:8, 21:8
, 20:9, 21:8, 21:9
, 20:9, 21:10, 21:9
, 21:9, 22:10, 21:10
, 21:11, 22:10, 21:10
, 20:11, 21:10, 21:11
, 20:11, 21:12, 21:11
, 21:11, 22:12, 21:12
, 21:13, 22:12, 21:12
, 20:13, 21:12, 21:13
, 20:13, 21:14, 21:13
, 21:13, 22:14, 21:14
, 21:15, 22:14, 21:14
, 20:15, 21:14, 21:15
, 20:15, 21:16, 21:15
, 20:17, 21:16, 21:17
, 20:17, 21:18, 21:17
, 20:19, 21:18, 21:19
, 21:20, 21:19, 20:19
, 21:20, 21:21, 20:21
, 21:22, 21:21, 20:21
, 21:22, 21:23, 20:23
, 21:24, 21:23, 20:23
, 20:24, 20:23, 21:24
, 20:24, 20:25, 21:24
, 21:24, 21:25, 20:25
, 22:1, 23:0, 22:0
, 21:1, 22:0, 22:1
, 21:1, 22:2, 22:1
, 22:1, 23:2, 22:2
, 22:3, 23:2, 22:2
, 21:3, 22:2, 22:3
, 21:3, 22:4, 22:3
, 22:3, 23:4, 22:4
, 22:5, 23:4, 22:4
, 21:5, 22:4, 22:5
, 21:5, 22:6, 22:5
, 22:5, 23:6, 22:6
, 22:7, 23:6, 22:6
, 21:7, 22:6, 22:7
, 21:7, 22:8, 22:7
, 22:7, 23:8, 22:8
, 22:9, 23:8, 22:8
, 21:9, 22:8, 22:9
, 21:9, 22:10, 22:9
, 22:9, 23:10, 22:10
, 22:11, 23:10, 22:10
, 21:11, 22:10, 22:11
, 21:11, 22:12, 22:11
, 22:11, 23:12, 22:12
, 22:13, 23:12, 22:12
, 21:13, 22:12, 22:13
, 21:13, 22:14, 22:13
, 22:13, 23:14, 22:14
, 22:15, 23:14, 22:14
, 21:15, 22:14, 22:15
, 22:16, 22:15, 21:15
, 21:16, 21:15, 22:16
, 21:16, 21:17, 22:16
, 22:16, 22:17, 21:17
, 22:18, 22:17, 21:17
, 21:18, 21:17, 22:18
, 21:18, 21:19, 22:18
, 22:18, 22:19, 21:19
, 22:20, 22:19, 21:19
, 21:20, 21:19, 22:20
, 21:20, 21:21, 22:20
, 22:20, 22:21, 21:21
, 22:22, 22:21, 21:21
, 21:22, 21:21, 22:22
, 21:22, 21:23, 22:22
, 22:22, 22:23, 21:23
, 22:24, 22:23, 21:23
, 21:24, 21:23, 22:24
, 21:24, 21:25, 22:24
, 22:24, 22:25, 21:25
, 23:1, 24:0, 23:0
, 22:1, 23:0, 23:1
, 22:1, 23:2, 23:1
, 23:1, 24:2, 23:2
, 23:3, 24:2, 23:2
, 22:3, 23:2, 23:3
, 22:3, 23:4, 23:3
, 23:3, 24:4, 23:4
, 23:5, 24:4, 23:4
, 22:5, 23:4, 23:5
, 22:5, 23:6, 23:5
, 23:5, 24:6, 23:6
, 23:7, 24:6, 23:6
, 22:7, 23:6, 23:7
, 22:7, 23:8, 23:7
, 22:9, 23:8, 23:9
, 22:9, 23:10, 23:9
, 22:11, 23:10, 23:11
, 23:12, 23:11, 22:11
, 23:12, 23:13, 22:13
, 23:14, 23:13, 22:13
, 23:14, 23:15, 22:15
, 23:16, 23:15, 22:15
, 22:16, 22:15, 23:16
, 22:16, 22:17, 23:16
, 23:16, 23:17, 22:17
, 23:18, 23:17, 22:17
, 22:18, 22:17, 23:18
, 22:18, 22:19, 23:18
, 23:18, 23:19, 22:19
, 23:20, 23:19, 22:19
, 22:20, 22:19, 23:20
, 22:20, 22:21, 23:20
, 23:20, 23:21, 22:21
, 23:22, 23:21, 22:21
, 22:22, 22:21, 23:22
, 22:22, 22:23, 23:22
, 23:22, 23:23, 22:23
, 23:24, 23:23, 22:23
, 22:24, 22:23, 23:24
, 22:24, 22:25, 23:24
, 23:24, 23:25, 22:25
, 24:1, 25:0, 24:0
, 23:1, 24:0, 24:1
, 23:1, 24:2, 24:1
, 24:1, 25:2, 24:2
, 24:3, 25:2, 24:2
, 23:3, 24:2, 24:3
, 23:3, 24:4, 24:3
, 24:3, 25:4, 24:4
, 24:5, 25:4, 24:4
, 23:5, 24:4, 24:5
, 23:5, 24:6, 24:5
, 24:5, 25:6, 24:6
, 24:7, 25:6, 24:6
, 23:7, 24:6, 24:7
, 24:8, 24:7, 23:7
, 23:8, 23:7, 24:8
, 23:8, 23:9, 24:8
, 24:8, 24:9, 23:9
, 24:10, 24:9, 23:9
, 23:10, 23:9, 24:10
, 23:10, 23:11, 24:10
, 24:10, 24:11, 23:11
, 24:12, 24:11, 23:11
, 23:12, 23:11, 24:12
, 23:12, 23:13, 24:12
, 24:12, 24:13, 23:13
, 24:14, 24:13, 23:13
, 23:14, 23:13, 24:14
, 23:14, 23:15, 24:14
, 24:14, 24:15, 23:15
, 24:16, 24:15, 23:15
, 23:16, 23:15, 24:16
, 23:16, 23:17, 24:16
, 24:16, 24:17, 23:17
, 24:18, 24:17, 23:17
, 23:18, 23:17, 24:18
, 23:18, 23:19, 24:18
, 24:18, 24:19, 23:19
, 24:20, 24:19, 23:19
, 23:20, 23:19, 24:20
, 23:20, 23:21, 24:20
, 24:20, 24:21, 23:21
, 24:22, 24:21, 23:21
, 23:22, 23:21, 24:22
, 23:22, 23:23, 24:22
, 24:22, 24:23, 23:23
, 24:24, 24:23, 23:23
, 23:24, 23:23, 24:24
, 23:24, 23:25, 24:24
, 24:24, 24:25, 23:25
, 24:1, 25:0, 25:1
, 24:1, 25:2, 25:1
, 24:3, 25:2, 25:3
, 25:4, 25:3, 24:3
, 25:4, 25:5, 24:5
, 25:6, 25:5, 24:5
, 25:6, 25:7, 24:7
, 25:8, 25:7, 24:7
, 24:8, 24:7, 25:8
, 24:8, 24:9, 25:8
, 25:8, 25:9, 24:9
, 25:10, 25:9, 24:9
, 24:10, 24:9, 25:10
, 24:10, 24:11, 25:10
, 25:10, 25:11, 24:11
, 25:12, 25:11, 24:11
, 24:12, 24:11, 25:12
, 24:12, 24:13, 25:12
, 25:12, 25:13, 24:13
, 25:14, 25:13, 24:13
, 24:14, 24:13, 25:14
, 24:14, 24:15, 25:14
, 25:14, 25:15, 24:15
, 25:16, 25:15, 24:15
, 24:16, 24:15, 25:16
, 24:16, 24:17, 25:16
, 25:16, 25:17, 24:17
, 25:18, 25:17, 24:17
, 24:18, 24:17, 25:18
, 24:18, 24:19, 25:18
, 25:18, 25:19, 24:19
, 25:20, 25:19, 24:19
, 24:20, 24:19, 25:20
, 24:20, 24:21, 25:20
, 25:20, 25:21, 24:21
, 25:22, 25:21, 24:21
, 24:22, 24:21, 25:22
, 24:22, 24:23, 25:22
, 25:22, 25:23, 24:23
, 25:24, 25:23, 24:23
, 24:24, 24:23, 25:24
, 24:24, 24:25, 25:24
, 25:24, 25:25, 24:25
, 25:0, 25:1, 26:0
, 26:0, 26:1, 25:1
, 26:2, 26:1, 25:1
, 25:2, 25:1, 26:2
, 25:2, 25:3, 26:2
, 26:2, 26:3, 25:3
, 26:4, 26:3, 25:3
, 25:4, 25:3, 26:4
, 25:4, 25:5, 26:4
, 26:4, 26:5, 25:5
, 26:6, 26:5, 25:5
, 25:6, 25:5, 26:6
, 25:6, 25:7, 26:6
, 26:6, 26:7, 25:7
, 26:8, 26:7, 25:7
, 25:8, 25:7, 26:8
, 25:8, 25:9, 26:8
, 26:8, 26:9, 25:9
, 26:10, 26:9, 25:9
, 25:10, 25:9, 26:10
, 25:10, 25:11, 26:10
, 26:10, 26:11, 25:11
, 26:12, 26:11, 25:11
, 25:12, 25:11, 26:12
, 25:12, 25:13, 26:12
, 26:12, 26:13, 25:13
, 26:14, 26:13, 25:13
, 25:14, 25:13, 26:14
, 25:14, 25:15, 26:14
, 26:14, 26:15, 25:15
, 26:16, 26:15, 25:15
, 25:16, 25:15, 26:16
, 25:16, 25:17, 26:16
, 26:16, 26:17, 25:17
, 26:18, 26:17, 25:17
, 25:18, 25:17, 26:18
, 25:18, 25:19, 26:18
, 26:18, 26:19, 25:19
, 26:20, 26:19, 25:19
, 25:20, 25:19, 26:20
, 25:20, 25:21, 26:20
, 26:20, 26:21, 25:21
, 26:22, 26:21, 25:21
, 25:22, 25:21, 26:22
, 25:22, 25:23, 26:22
, 26:22, 26:23, 25:23
, 26:24, 26:23, 25:23
, 25:24, 25:23, 26:24
, 25:24, 25:25, 26:24
, 26:24, 26:25, 25:25
, 26:0, 26:1, 27:0
, 27:0, 27:1, 26:1
, 27:2, 27:1, 26:1
, 26:2, 26:1, 27:2
, 26:2, 26:3, 27:2
, 27:2, 27:3, 26:3
, 27:4, 27:3, 26:3
, 26:4, 26:3, 27:4
, 26:4, 26:5, 27:4
, 27:4, 27:5, 26:5
, 27:6, 27:5, 26:5
, 26:6, 26:5, 27:6
, 26:6, 26:7, 27:6
, 27:6, 27:7, 26:7
, 27:8, 27:7, 26:7
, 26:8, 26:7, 27:8
, 26:8, 26:9, 27:8
, 27:8, 27:9, 26:9
, 27:10, 27:9, 26:9
, 26:10, 26:9, 27:10
, 26:10, 26:11, 27:10
, 27:10, 27:11, 26:11
, 27:12, 27:11, 26:11
, 26:12, 26:11, 27:12
, 26:12, 26:13, 27:12
, 27:12, 27:13, 26:13
, 27:14, 27:13, 26:13
, 26:14, 26:13, 27:14
, 26:14, 26:15, 27:14
, 27:14, 27:15, 26:15
, 27:16, 27:15, 26:15
, 26:16, 26:15, 27:16
, 26:16, 26:17, 27:16
, 27:16, 27:17, 26:17
, 27:18, 27:17, 26:17
, 26:18, 26:17, 27:18
, 26:18, 26:19, 27:18
, 26:20, 26:19, 27:20
, 26:20, 26:21, 27:20
, 26:22, 26:21, 27:22
, 26:23, 27:22, 26:22
, 26:23, 27:24, 26:24
, 26:25, 27:24, 26:24
, 27:0, 27:1, 28:0
, 28:0, 28:1, 27:1
, 28:2, 28:1, 27:1
, 27:2, 27:1, 28:2
, 27:2, 27:3, 28:2
, 28:2, 28:3, 27:3
, 28:4, 28:3, 27:3
, 27:4, 27:3, 28:4
, 27:4, 27:5, 28:4
, 28:4, 28:5, 27:5
, 28:6, 28:5, 27:5
, 27:6, 27:5, 28:6
, 27:6, 27:7, 28:6
, 28:6, 28:7, 27:7
, 28:8, 28:7, 27:7
, 27:8, 27:7, 28:8
, 27:8, 27:9, 28:8
, 28:8, 28:9, 27:9
, 28:10, 28:9, 27:9
, 27:10, 27:9, 28:10
, 27:10, 27:11, 28:10
, 28:10, 28:11, 27:11
, 28:12, 28:11, 27:11
, 27:12, 27:11, 28:12
, 27:12, 27:13, 28:12
, 28:12, 28:13, 27:13
, 28:14, 28:13, 27:13
, 27:14, 27:13, 28:14
, 27:14, 27:15, 28:14
, 28:14, 28:15, 27:15
, 28:16, 28:15, 27:15
, 27:16, 27:15, 28:16
, 27:16, 27:17, 28:16
, 28:16, 28:17, 27:17
, 28:18, 28:17, 27:17
, 27:18, 27:17, 28:18
, 27:19, 28:18, 27:18
, 26:19, 27:18, 27:19
, 26:19, 27:20, 27:19
, 27:19, 28:20, 27:20
, 27:21, 28:20, 27:20
, 26:21, 27:20, 27:21
, 26:21, 27:22, 27:21
, 27:21, 28:22, 27:22
, 27:23, 28:22, 27:22
, 26:23, 27:22, 27:23
, 26:23, 27:24, 27:23
, 27:23, 28:24, 27:24
, 27:25, 28:24, 27:24
, 26:25, 27:24, 27:25
, 28:11, 28:13, 28:12
, 28:0, 28:1, 29:0
, 29:0, 29:1, 28:1
, 29:2, 29:1, 28:1
, 28:2, 28:1, 29:2
, 28:2, 28:3, 29:2
, 29:2, 29:3, 28:3
, 29:4, 29:3, 28:3
, 28:4, 28:3, 29:4
, 28:4, 28:5, 29:4
, 29:4, 29:5, 28:5
, 29:6, 29:5, 28:5
, 28:6, 28:5, 29:6
, 28:6, 28:7, 29:6
, 29:6, 29:7, 28:7
, 29:8, 29:7, 28:7
, 28:8, 28:7, 29:8
, 28:8, 28:9, 29:8
, 29:8, 29:9, 28:9
, 29:10, 29:9, 28:9
, 28:10, 28:9, 29:10
, 28:10, 28:11, 29:10
, 28:14, 28:13, 29:14
, 28:15, 29:14, 28:14
, 28:15, 29:16, 28:16
, 28:17, 29:16, 28:16
, 28:17, 29:18, 28:18
, 28:19, 29:18, 28:18
, 27:19, 28:18, 28:19
, 27:19, 28:20, 28:19
, 28:19, 29:20, 28:20
, 28:21, 29:20, 28:20
, 27:21, 28:20, 28:21
, 27:21, 28:22, 28:21
, 28:21, 29:22, 28:22
, 28:23, 29:22, 28:22
, 27:23, 28:22, 28:23
, 27:23, 28:24, 28:23
, 28:23, 29:24, 28:24
, 28:25, 29:24, 28:24
, 27:25, 28:24, 28:25
, 29:14, 29:15, 28:15
, 29:16, 29:15, 28:15
, 29:0, 29:1, 30:0
, 30:0, 30:1, 29:1
, 30:2, 30:1, 29:1
, 29:2, 29:1, 30:2
, 29:2, 29:3, 30:2
, 30:2, 30:3, 29:3
, 30:4, 30:3, 29:3
, 29:4, 29:3, 30:4
, 29:4, 29:5, 30:4
, 30:4, 30:5, 29:5
, 30:6, 30:5, 29:5
, 29:6, 29:5, 30:6
, 29:6, 29:7, 30:6
, 30:6, 30:7, 29:7
, 30:8, 30:7, 29:7
, 29:8, 29:7, 30:8
, 29:8, 29:9, 30:8
, 30:8, 31:10, 29:9
, 29:10, 29:9, 31:10
, 28:11, 29:10, 31:10
, 30:14, 31:10, 28:11
, 28:11, 28:13, 30:14
, 28:13, 29:14, 30:14
, 29:14, 29:15, 30:14
, 30:14, 30:15, 29:15
, 30:16, 30:15, 29:15
, 29:16, 29:15, 30:16
, 29:17, 30:16, 29:16
, 28:17, 29:16, 29:17
, 28:17, 29:18, 29:17
, 29:17, 30:18, 29:18
, 29:19, 30:18, 29:18
, 28:19, 29:18, 29:19
, 28:19, 29:20, 29:19
, 29:19, 30:20, 29:20
, 29:21, 30:20, 29:20
, 28:21, 29:20, 29:21
, 28:21, 29:22, 29:21
, 29:21, 30:22, 29:22
, 29:23, 30:22, 29:22
, 28:23, 29:22, 29:23
, 28:23, 29:24, 29:23
, 29:23, 30:24, 29:24
, 29:25, 30:24, 29:24
, 28:25, 29:24, 29:25
, 29:17, 30:16, 30:17
, 30:18, 30:17, 29:17
, 30:18, 30:19, 29:19
, 30:20, 30:19, 29:19
, 30:20, 30:21, 29:21
, 30:22, 30:21, 29:21
, 30:0, 30:1, 31:0
, 31:0, 31:1, 30:1
, 31:2, 31:1, 30:1
, 30:2, 30:1, 31:2
, 30:2, 30:3, 31:2
, 31:2, 31:3, 30:3
, 31:4, 31:3, 30:3
, 30:4, 30:3, 31:4
, 30:4, 30:5, 31:4
, 31:4, 31:5, 30:5
, 31:6, 31:5, 30:5
, 30:6, 30:5, 31:6
, 30:6, 30:7, 31:6
, 31:6, 31:7, 30:7
, 30:8, 30:7, 31:7
, 31:10, 31:7, 30:8
, 31:10, 31:14, 30:14
, 30:14, 30:15, 31:14
, 31:14, 31:15, 30:15
, 31:16, 31:15, 30:15
, 30:16, 30:15, 31:16
, 30:16, 30:17, 31:16
, 31:16, 31:17, 30:17
, 31:18, 31:17, 30:17
, 30:18, 30:17, 31:18
, 30:18, 30:19, 31:18
, 31:18, 31:19, 30:19
, 31:20, 31:19, 30:19
, 30:20, 30:19, 31:20
, 30:20, 30:21, 31:20
, 31:20, 31:21, 30:21
, 31:22, 31:21, 30:21
, 30:22, 30:21, 31:22
, 30:23, 31:22, 30:22
, 29:23, 30:22, 30:23
, 29:23, 30:24, 30:23
, 30:23, 31:24, 30:24
, 30:25, 31:24, 30:24
, 29:25, 30:24, 30:25
, 31:1, 32:0, 31:0
, 31:3, 31:5, 31:4
, 31:5, 31:7, 31:6
, 31:19, 31:21, 31:20
, 30:23, 31:22, 31:23
, 31:24, 31:23, 30:23
, 31:24, 31:25, 30:25
, 32:1, 33:0, 32:0
, 31:1, 32:0, 32:1
, 32:2, 32:1, 31:1
, 31:2, 31:1, 32:2
, 31:2, 31:3, 32:2
, 32:2, 32:3, 31:3
, 31:3, 31:5, 32:3
, 32:3, 35:4, 31:5
, 35:4, 35:6, 31:5
, 31:5, 31:7, 35:6
, 35:6, 35:8, 31:7
, 31:10, 31:7, 35:8
, 32:15, 35:8, 31:10
, 31:10, 31:14, 32:15
, 31:14, 31:15, 32:15
, 32:16, 32:15, 31:15
, 31:16, 31:15, 32:16
, 31:16, 31:17, 32:16
, 32:16, 32:17, 31:17
, 32:18, 32:17, 31:17
, 31:18, 31:17, 32:18
, 31:18, 31:19, 32:18
, 32:18, 32:19, 31:19
, 32:19, 32:21, 31:19
, 31:19, 31:21, 32:21
, 32:22, 32:21, 31:21
, 31:22, 31:21, 32:22
, 31:22, 31:23, 32:22
, 32:22, 32:23, 31:23
, 32:24, 32:23, 31:23
, 31:24, 31:23, 32:24
, 31:24, 31:25, 32:24
, 32:24, 32:25, 31:25
, 32:2, 32:1, 32:3
, 32:15, 32:17, 32:16
, 32:17, 32:19, 32:18
, 33:0, 33:1, 32:1
, 33:1, 34:2, 32:1
, 32:1, 32:3, 34:2
, 33:21, 34:20, 32:19
, 32:19, 32:21, 33:21
, 33:22, 33:21, 32:21
, 32:22, 32:21, 33:22
, 32:22, 32:23, 33:22
, 33:22, 33:23, 32:23
, 33:24, 33:23, 32:23
, 32:24, 32:23, 33:24
, 32:25, 33:24, 32:24
, 33:0, 33:1, 34:0
, 33:22, 33:21, 34:22
, 33:23, 34:22, 33:22
, 32:25, 33:24, 33:25
, 34:1, 35:0, 34:0
, 33:1, 34:0, 34:1
, 33:1, 34:2, 34:1
, 34:1, 35:2, 34:2
, 34:3, 35:2, 34:2
, 32:3, 34:2, 34:3
, 34:3, 35:4, 32:3
, 32:15, 32:17, 35:18
, 32:17, 32:19, 35:18
, 32:19, 34:20, 35:18
, 35:18, 35:21, 34:20
, 34:21, 35:21, 34:20
, 33:21, 34:20, 34:21
, 33:21, 34:22, 34:21
, 34:21, 35:22, 34:22
, 34:23, 35:22, 34:22
, 33:23, 34:22, 34:23
, 34:24, 34:23, 33:23
, 33:24, 33:23, 34:24
, 33:24, 33:25, 34:24
, 34:24, 34:25, 33:25
, 35:1, 36:0, 35:0
, 34:1, 35:0, 35:1
, 34:1, 35:2, 35:1
, 35:1, 36:2, 35:2
, 35:3, 36:2, 35:2
, 34:3, 35:2, 35:3
, 34:3, 35:4, 35:3
, 35:4, 35:6, 36:6
, 35:7, 36:6, 35:6
, 35:6, 35:8, 35:7
, 35:7, 36:8, 35:8
, 35:22, 35:21, 34:21
, 35:22, 35:23, 34:23
, 35:24, 35:23, 34:23
, 34:24, 34:23, 35:24
, 34:24, 34:25, 35:24
, 35:24, 35:25, 34:25
, 36:6, 36:8, 35:7
, 36:1, 37:0, 36:0
, 35:1, 36:0, 36:1
, 35:1, 36:2, 36:1
, 36:1, 36:3, 36:2
